nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Valentina Ribeiro,1,Pedro I,6.68,8.66,27,0,FALSE
Sophia Soares,1,Francisto Chagas,3.71,8.94,1,6.64,FALSE
Heloisa Ferreira,3,Francisto Chagas,2.24,8.71,28,4.37,TRUE
Heitor Silva,1,Pedro II,3.2,02.04,24,8.98,FALSE
Maria Ferreira,3,Carlos Santos,7.47,3.34,27,5.75,FALSE
Maria Soares,2,Pedro II,1.72,2.25,26,1.69,TRUE
Bernardo Maia,3,Antonio Prado,6.81,0.26,29,0.45,FALSE
Heloisa Oliveira,1,Pedro II,09.01,9.39,27,0,TRUE
Arthur Pereira,3,Francisto Chagas,6.41,2.5,29,7.78,TRUE
Sophia Rodrigues,2,Antonio Prado,2.76,9.98,6,5.55,TRUE
Laura Ferreira,2,Pedro I,8.57,4.98,25,1.81,TRUE
Samuel Alves,2,Francisto Chagas,7.38,2.59,15,02.01,TRUE
Heloisa Alves,2,Carlos Santos,9.65,2.51,3,9.41,TRUE
Theo Soares,1,Pedro I,6.94,2.29,14,6.62,FALSE
Heitor Alves,1,Pedro I,1.45,5.44,19,2.78,FALSE
Gael Santos,1,Pedro I,7.17,7.8,0,0,FALSE
Alice Soares,3,Pedro II,2.75,6.81,1,1.78,FALSE
Gael Silva,2,Carlos Santos,6.51,2.69,18,8.29,FALSE
Sophia Ribeiro,1,Gabriel Gomes,3.71,3.34,15,8.91,FALSE
Samuel Soares,1,Antonio Prado,9.81,3.19,2,1.2,TRUE
Heloisa Maia,1,Gabriel Gomes,0.81,8.37,20,5.9,FALSE
Maria Alves,2,Pedro II,5.6,5.0,26,0.13,FALSE
Heitor Maia,1,Pedro II,7.58,06.06,18,9.61,FALSE
Gabriel Santos,3,Pedro II,7.1,2.6,23,3.95,FALSE
Theo Martins,3,Antonio Prado,2.74,8.22,24,4.77,TRUE
Alice Gomes,1,Gabriel Gomes,2.86,9.83,25,7.3,TRUE
Laura Rodrigues,2,Pedro I,6.1,4.59,13,4.67,TRUE
Maria Pereira,1,Francisto Chagas,5.46,0.18,25,6.34,TRUE
Samuel Souza,1,Pedro II,2.47,5.4,30,0.44,TRUE
Heloisa Oliveira,2,Antonio Prado,04.01,3.75,20,5.99,TRUE
Valentina Souza,3,Carlos Santos,4.31,5.41,3,8.56,FALSE
Heloisa Martins,2,Pedro I,01.01,1.91,13,7.36,TRUE
Arthur Alves,2,Antonio Prado,7.61,3.19,6,2.53,TRUE
Sophia Maia,3,Pedro II,1.64,5.5,14,4.14,TRUE
Gael Alves,1,Francisto Chagas,3.12,03.08,3,7.14,FALSE
Alice Santos,2,Pedro I,03.08,4.49,14,2.15,FALSE
Miguel Souza,3,Pedro II,1.28,6.91,14,0.0,TRUE
Laura Martins,2,Pedro II,1.8,2.29,5,06.09,TRUE
Heitor Martins,2,Antonio Prado,1.73,02.05,9,4.56,TRUE
Valentina Rodrigues,2,Gabriel Gomes,2.52,7.47,28,06.07,TRUE
Gabriel Rodrigues,3,Pedro I,5.53,3.27,12,3.65,FALSE
Alice Alves,2,Carlos Santos,2.73,5.77,30,2.27,TRUE
Gabriel Alves,2,Antonio Prado,1.3,3.26,21,0.62,TRUE
Alice Alves,3,Pedro II,7.23,8.44,30,0,FALSE
Theo Gomes,1,Antonio Prado,0.29,9.47,4,1.11,TRUE
Gabriel Maia,1,Gabriel Gomes,9.74,07.03,20,0,FALSE
Theo Ferreira,1,Pedro II,7.83,03.07,6,3.4,TRUE
Davi Maia,3,Antonio Prado,4.86,0.75,8,6.41,FALSE
Maria Santos,1,Francisto Chagas,3.51,7.0,14,9.97,FALSE
Heloisa Rodrigues,3,Gabriel Gomes,7.47,5.19,5,2.15,TRUE
Davi Ferreira,1,Carlos Santos,8.48,2.29,28,4.27,TRUE
Theo Silva,1,Carlos Santos,5.85,1.73,0,3.61,FALSE
Gael Martins,1,Gabriel Gomes,1.7,1.83,0,4.94,TRUE
Gael Ribeiro,3,Pedro I,5.43,6.85,12,5.42,TRUE
Bernardo Alves,2,Francisto Chagas,05.02,02.02,25,5.1,FALSE
Alice Rodrigues,1,Francisto Chagas,5.45,1.36,10,04.06,FALSE
Miguel Rodrigues,1,Antonio Prado,9.81,7.0,26,0,FALSE
Miguel Martins,2,Gabriel Gomes,9.22,06.02,8,0,TRUE
Heitor Martins,1,Antonio Prado,7.13,4.73,13,1.39,FALSE
Heloisa Alves,2,Gabriel Gomes,2.17,1.21,16,7.63,FALSE
Theo Soares,2,Pedro II,9.72,6.69,9,0,TRUE
Gabriel Alves,2,Gabriel Gomes,01.06,1.25,9,8.2,TRUE
Helena Alves,3,Carlos Santos,1.5,7.93,3,7.55,TRUE
Davi Rodrigues,3,Pedro I,1.9,06.04,6,2.29,FALSE
Valentina Rodrigues,2,Francisto Chagas,6.26,1.42,0,4.47,FALSE
Samuel Gomes,3,Pedro II,1.51,5.79,21,7.76,FALSE
Alice Oliveira,1,Antonio Prado,0.13,1.83,25,8.58,FALSE
Miguel Gomes,3,Pedro I,1.76,0.08,30,6.43,TRUE
Arthur Silva,3,Carlos Santos,7.99,2.37,6,1.4,TRUE
Valentina Souza,1,Pedro II,6.89,7.52,29,0,TRUE
Sophia Alves,2,Gabriel Gomes,8.3,5.57,11,8.1,TRUE
Miguel Oliveira,2,Carlos Santos,3.92,6.39,14,0.6,FALSE
Heloisa Soares,3,Pedro I,7.7,5.38,3,6.64,FALSE
Laura Ribeiro,3,Pedro II,0.84,3.83,18,9.79,TRUE
Heitor Ribeiro,2,Carlos Santos,5.97,0.94,14,3.86,FALSE
Bernardo Maia,3,Antonio Prado,9.14,5.12,24,0,TRUE
Alice Alves,2,Carlos Santos,02.01,4.89,22,4.76,TRUE
Alice Ferreira,3,Gabriel Gomes,7.66,5.85,20,0.37,TRUE
Valentina Ferreira,2,Gabriel Gomes,6.51,9.13,23,0,TRUE
Sophia Souza,1,Carlos Santos,4.66,9.62,30,0,FALSE
Maria Gomes,2,Pedro II,8.15,3.7,23,1.23,TRUE
Heloisa Rodrigues,2,Pedro II,4.4,8.54,6,6.58,TRUE
Heitor Gomes,2,Pedro II,7.85,06.03,7,06.02,FALSE
Theo Rodrigues,1,Pedro I,4.48,4.78,21,5.33,TRUE
Valentina Ferreira,2,Antonio Prado,9.37,5.61,3,0,FALSE
Arthur Rodrigues,1,Pedro I,8.33,5.97,5,0,FALSE
Heloisa Ferreira,3,Gabriel Gomes,9.86,9.39,27,0,TRUE
Helena Pereira,2,Carlos Santos,6.51,7.99,24,0,TRUE
Bernardo Oliveira,3,Francisto Chagas,0.12,9.17,19,3.41,FALSE
Heloisa Martins,1,Carlos Santos,8.11,9.92,1,0,FALSE
Valentina Ferreira,3,Carlos Santos,5.86,1.62,15,5.48,TRUE
Theo Martins,3,Antonio Prado,0.11,07.01,26,1.63,TRUE
Samuel Alves,1,Pedro I,2.1,03.04,6,4.75,FALSE
Arthur Silva,1,Pedro I,9.1,09.02,28,0,TRUE
Sophia Alves,3,Francisto Chagas,0.33,8.55,6,2.89,FALSE
Arthur Gomes,1,Carlos Santos,09.09,2.91,1,9.5,FALSE
Sophia Ferreira,3,Pedro I,02.04,9.77,24,6.95,TRUE
Theo Alves,2,Gabriel Gomes,4.28,8.25,30,5.48,TRUE
Theo Maia,2,Gabriel Gomes,7.29,7.9,28,0,TRUE
Helena Pereira,3,Antonio Prado,0.22,3.18,21,7.4,TRUE
Laura Ribeiro,2,Carlos Santos,8.77,9.25,19,0,FALSE
Gael Martins,2,Carlos Santos,8.37,01.06,10,6.64,TRUE
Maria Ribeiro,2,Gabriel Gomes,1.21,8.86,9,03.01,FALSE
Bernardo Ribeiro,1,Antonio Prado,4.44,2.31,8,0.07,TRUE
Samuel Souza,3,Antonio Prado,2.15,08.09,13,4.99,TRUE
Theo Rodrigues,3,Carlos Santos,5.52,7.55,14,2.57,TRUE
Arthur Gomes,2,Carlos Santos,4.74,2.79,8,1.67,TRUE
Alice Silva,3,Carlos Santos,5.55,0.4,4,5.81,TRUE
Gabriel Oliveira,2,Francisto Chagas,2.89,9.31,23,5.29,FALSE
Miguel Ribeiro,2,Gabriel Gomes,6.66,0.07,22,9.75,FALSE
Bernardo Martins,3,Pedro I,4.73,0.35,5,0.47,FALSE
Helena Gomes,3,Gabriel Gomes,3.1,9.94,29,9.37,FALSE
Heloisa Maia,3,Gabriel Gomes,4.37,0.56,11,1.11,FALSE
Arthur Santos,2,Pedro II,9.83,0.25,28,5.2,TRUE
Arthur Gomes,2,Pedro II,3.58,4.83,14,2.62,FALSE
Theo Alves,2,Antonio Prado,6.67,07.04,27,3.35,FALSE
Sophia Rodrigues,1,Francisto Chagas,7.49,5.7,25,02.02,FALSE
Sophia Souza,1,Carlos Santos,9.15,2.11,1,6.45,FALSE
Valentina Maia,3,Francisto Chagas,5.72,8.58,27,0,FALSE
Heloisa Maia,2,Gabriel Gomes,3.88,0.2,8,5.92,TRUE
Heitor Ferreira,1,Carlos Santos,7.26,2.24,20,7.7,TRUE
Heitor Silva,1,Pedro II,9.99,06.06,27,0,TRUE
Laura Santos,2,Pedro II,7.32,5.0,1,5.28,FALSE
Laura Ferreira,2,Gabriel Gomes,9.55,8.55,28,0,FALSE
Davi Ribeiro,2,Francisto Chagas,7.74,3.6,30,7.58,TRUE
Miguel Pereira,2,Pedro I,0.22,0.47,3,0.08,TRUE
Laura Gomes,2,Pedro I,8.12,1.29,22,7.34,FALSE
Bernardo Soares,2,Pedro I,4.57,6.27,24,3.89,FALSE
Helena Santos,2,Antonio Prado,4.69,6.15,27,0.53,FALSE
Alice Gomes,1,Gabriel Gomes,9.35,2.4,6,1.23,FALSE
Gabriel Ribeiro,1,Carlos Santos,2.94,8.37,27,9.64,FALSE
Theo Santos,2,Francisto Chagas,8.71,0.36,7,5.75,FALSE
Sophia Maia,2,Pedro I,8.4,2.68,15,5.87,TRUE
Theo Gomes,1,Gabriel Gomes,9.47,9.61,4,0,FALSE
Heloisa Ferreira,3,Pedro II,7.73,3.97,21,4.54,FALSE
Arthur Alves,3,Carlos Santos,1.9,2.52,30,6.41,FALSE
Valentina Silva,3,Carlos Santos,02.03,4.88,23,6.35,TRUE
Davi Gomes,1,Francisto Chagas,07.01,5.17,2,8.79,TRUE
Laura Ferreira,3,Pedro II,1.69,9.19,1,7.63,TRUE
Maria Alves,1,Francisto Chagas,4.79,4.8,3,5.5,FALSE
Theo Pereira,1,Antonio Prado,7.56,3.41,10,4.3,TRUE
Maria Alves,2,Pedro I,3.35,8.1,8,0.44,TRUE
Alice Ribeiro,1,Pedro II,0.11,6.37,21,1.45,FALSE
Alice Soares,1,Francisto Chagas,0.84,8.58,10,8.17,TRUE
Arthur Martins,3,Pedro I,9.69,1.1,4,1.44,FALSE
Davi Oliveira,2,Pedro I,08.03,09.07,14,0,FALSE
Valentina Rodrigues,1,Francisto Chagas,8.73,9.93,22,0,FALSE
Arthur Alves,2,Pedro II,7.47,1.95,4,9.82,FALSE
Laura Souza,3,Francisto Chagas,9.55,1.32,26,1.69,TRUE
Miguel Martins,1,Antonio Prado,7.68,1.86,28,2.32,FALSE
Davi Rodrigues,2,Antonio Prado,3.31,4.62,27,6.77,FALSE
Miguel Rodrigues,2,Antonio Prado,5.84,5.7,13,7.72,FALSE
Gabriel Pereira,3,Pedro II,7.87,8.57,2,0,TRUE
Laura Maia,3,Pedro I,4.45,3.37,27,02.09,TRUE
Gael Martins,2,Carlos Santos,6.14,7.34,16,1.2,TRUE
Sophia Alves,2,Carlos Santos,1.31,5.92,6,3.84,TRUE
Arthur Soares,1,Pedro II,3.0,2.64,24,2.61,FALSE
Davi Pereira,2,Antonio Prado,4.63,3.66,9,2.26,TRUE
Samuel Ferreira,2,Pedro I,7.71,4.6,16,0.36,FALSE
Bernardo Ferreira,2,Pedro I,7.83,3.8,11,2.92,FALSE
Davi Alves,2,Antonio Prado,3.41,8.68,22,3.72,TRUE
Heloisa Rodrigues,2,Pedro II,7.23,2.92,17,6.42,TRUE
Helena Alves,2,Francisto Chagas,8.9,4.72,30,03.06,FALSE
Heloisa Ribeiro,2,Pedro I,2.15,5.87,7,8.97,TRUE
Heitor Rodrigues,1,Gabriel Gomes,1.96,4.33,6,2.37,FALSE
Sophia Santos,2,Antonio Prado,6.97,9.62,25,0,FALSE
Heloisa Ribeiro,3,Gabriel Gomes,0.42,0.61,9,4.89,FALSE
Alice Maia,3,Pedro II,09.02,2.54,27,1.93,FALSE
Heloisa Pereira,1,Pedro I,4.11,0.35,22,9.68,TRUE
Gael Souza,1,Pedro I,5.79,06.08,16,0.96,FALSE
Bernardo Alves,1,Francisto Chagas,8.78,1.85,10,3.84,TRUE
Arthur Soares,2,Pedro I,6.68,4.63,17,7.35,FALSE
Gael Maia,1,Carlos Santos,2.93,4.69,15,5.52,FALSE
Maria Alves,2,Francisto Chagas,3.51,9.77,26,9.98,FALSE
Arthur Pereira,3,Francisto Chagas,5.11,7.81,5,2.96,FALSE
Maria Silva,2,Pedro I,2.24,9.73,29,8.96,FALSE
Theo Pereira,2,Carlos Santos,3.66,4.68,17,2.86,TRUE
Miguel Maia,2,Francisto Chagas,6.26,2.75,3,8.8,TRUE
Helena Gomes,3,Antonio Prado,6.24,5.18,8,0.64,TRUE
Maria Ribeiro,1,Antonio Prado,8.76,5.68,5,0,FALSE
Laura Maia,3,Pedro I,2.22,5.1,13,9.36,TRUE
Helena Alves,1,Carlos Santos,6.98,2.96,0,3.31,TRUE
Laura Pereira,3,Carlos Santos,04.05,0.06,4,0.99,FALSE
Valentina Pereira,1,Francisto Chagas,2.32,05.06,8,9.92,TRUE
Heloisa Silva,2,Francisto Chagas,5.38,2.62,27,01.06,FALSE
Maria Maia,1,Antonio Prado,1.34,7.31,28,7.99,FALSE
Gabriel Gomes,1,Francisto Chagas,7.93,8.57,4,0,FALSE
Helena Pereira,2,Pedro I,09.03,05.03,30,0,FALSE
Gael Alves,3,Pedro II,0.24,7.15,23,4.55,TRUE
Helena Soares,1,Gabriel Gomes,6.72,5.75,7,6.18,TRUE
Gabriel Alves,1,Pedro II,0.49,8.74,24,4.49,FALSE
Helena Soares,2,Pedro I,6.64,8.37,22,0,TRUE
Samuel Maia,1,Antonio Prado,8.36,1.15,3,08.06,TRUE
Heloisa Santos,1,Pedro II,6.76,2.6,12,7.48,TRUE
Davi Silva,1,Carlos Santos,9.38,8.39,0,0,FALSE
Laura Santos,2,Carlos Santos,4.8,2.17,22,4.96,FALSE
Maria Santos,3,Carlos Santos,4.47,07.02,17,7.34,TRUE
Valentina Martins,3,Pedro II,8.29,8.23,20,0,FALSE
Bernardo Souza,2,Antonio Prado,0.32,8.11,3,1.1,FALSE
Arthur Souza,3,Francisto Chagas,4.31,1.11,2,2.91,FALSE
Miguel Maia,1,Gabriel Gomes,0.32,9.5,10,4.52,FALSE
Arthur Soares,2,Francisto Chagas,9.43,7.95,24,0,TRUE
Gabriel Santos,2,Antonio Prado,4.37,1.65,3,3.18,TRUE
Theo Ferreira,2,Gabriel Gomes,0.5,3.38,23,8.27,FALSE
Gabriel Ribeiro,3,Antonio Prado,0.89,1.26,9,2.17,TRUE
Valentina Ferreira,1,Gabriel Gomes,9.86,1.55,8,7.49,FALSE
Bernardo Ribeiro,2,Carlos Santos,0.53,5.11,20,0.48,FALSE
Valentina Ferreira,1,Antonio Prado,1.2,9.65,11,4.21,TRUE
Helena Santos,3,Pedro II,7.93,6.49,20,0,TRUE
Arthur Oliveira,1,Gabriel Gomes,8.54,3.8,20,4.81,TRUE
Miguel Alves,2,Francisto Chagas,8.22,8.39,0,0,TRUE
Davi Alves,1,Gabriel Gomes,3.86,6.62,0,6.48,TRUE
Arthur Santos,3,Gabriel Gomes,0.11,6.61,12,3.71,TRUE
Theo Maia,2,Pedro II,8.62,7.19,3,0,FALSE
Sophia Rodrigues,3,Francisto Chagas,3.77,2.37,5,0.27,TRUE
Alice Alves,3,Carlos Santos,9.31,8.62,24,0,TRUE
Alice Alves,1,Carlos Santos,2.55,6.28,13,2.5,TRUE
Laura Maia,2,Francisto Chagas,1.52,5.65,2,8.79,TRUE
Davi Santos,3,Pedro II,2.73,9.35,14,9.25,FALSE
Samuel Martins,2,Francisto Chagas,8.55,3.58,30,5.27,FALSE
Helena Silva,3,Gabriel Gomes,6.2,2.92,10,1.99,FALSE
Samuel Ribeiro,1,Pedro I,8.22,4.86,23,3.59,TRUE
Arthur Pereira,1,Gabriel Gomes,1.92,5.74,20,9.76,TRUE
Davi Ribeiro,2,Pedro I,8.59,6.4,29,0,FALSE
Laura Alves,2,Pedro II,1.6,8.97,8,3.14,FALSE
Sophia Ferreira,2,Gabriel Gomes,8.6,5.85,2,0,FALSE
Maria Souza,2,Pedro I,0.02,0.95,13,01.07,FALSE
Sophia Maia,2,Gabriel Gomes,1.45,8.39,7,7.41,TRUE
Gael Pereira,1,Antonio Prado,7.48,3.86,14,2.77,FALSE
Heitor Souza,3,Pedro II,5.95,2.54,20,4.32,FALSE
Maria Alves,1,Pedro II,6.86,9.3,8,0,FALSE
Samuel Santos,3,Carlos Santos,06.01,9.37,28,0,FALSE
Helena Rodrigues,3,Pedro II,7.58,6.37,3,5.22,FALSE
Sophia Soares,3,Antonio Prado,9.59,2.9,8,0.23,FALSE
Arthur Rodrigues,3,Antonio Prado,3.25,4.78,29,0.45,TRUE
Maria Rodrigues,1,Carlos Santos,7.25,0.03,26,2.5,FALSE
Arthur Alves,3,Pedro II,4.81,3.86,10,1.89,FALSE
Heloisa Alves,2,Pedro II,3.44,4.71,16,8.6,FALSE
Valentina Rodrigues,2,Pedro II,0.34,6.22,12,8.49,FALSE
Samuel Gomes,2,Pedro II,1.62,8.89,13,0.45,TRUE
Sophia Santos,1,Pedro I,8.76,5.26,12,0,TRUE
Laura Maia,2,Antonio Prado,8.59,8.49,2,0,FALSE
Theo Oliveira,3,Francisto Chagas,7.39,2.89,26,5.33,FALSE
Theo Soares,2,Carlos Santos,5.57,8.6,21,0,FALSE
Helena Oliveira,2,Antonio Prado,0.43,8.9,19,1.61,FALSE
Bernardo Gomes,1,Carlos Santos,0.38,9.26,4,2.19,TRUE
Laura Rodrigues,2,Francisto Chagas,2.81,0.52,21,4.39,FALSE
Samuel Ferreira,1,Antonio Prado,1.59,07.04,12,3.5,TRUE
Alice Silva,3,Carlos Santos,5.9,3.55,1,4.67,FALSE
Maria Maia,1,Carlos Santos,4.98,0.73,0,0.14,FALSE
Alice Pereira,2,Carlos Santos,9.84,4.83,28,0,TRUE
Samuel Rodrigues,1,Gabriel Gomes,6.92,2.66,22,8.46,TRUE
Theo Souza,1,Francisto Chagas,1.29,0.21,25,9.82,TRUE
Gabriel Alves,1,Pedro II,1.97,9.35,4,6.9,TRUE
Valentina Rodrigues,1,Carlos Santos,7.97,2.87,0,8.21,FALSE
Heitor Ribeiro,2,Carlos Santos,1.74,5.99,22,8.1,TRUE
Heloisa Alves,2,Gabriel Gomes,9.69,7.48,26,0,TRUE
Samuel Santos,1,Antonio Prado,01.04,4.19,24,3.46,TRUE
Valentina Alves,2,Antonio Prado,7.59,9.89,29,0,FALSE
Laura Oliveira,1,Pedro I,2.11,2.71,5,0.96,FALSE
Theo Silva,3,Pedro II,5.47,0.12,29,07.05,FALSE
Helena Silva,3,Gabriel Gomes,5.6,7.73,13,8.41,TRUE
Heloisa Ribeiro,3,Antonio Prado,9.35,0.76,11,3.56,FALSE
Heitor Maia,2,Pedro II,9.34,3.11,23,6.42,TRUE
Sophia Soares,1,Gabriel Gomes,4.35,01.05,2,2.28,FALSE
Laura Ribeiro,3,Antonio Prado,05.05,0.1,23,1.93,TRUE
Theo Ferreira,2,Gabriel Gomes,6.23,6.98,23,0.97,TRUE
Alice Silva,3,Gabriel Gomes,5.27,08.01,1,0.5,TRUE
Bernardo Alves,2,Carlos Santos,0.18,3.78,2,7.7,TRUE
Heloisa Ribeiro,1,Gabriel Gomes,0.85,9.71,5,8.84,FALSE
Gabriel Rodrigues,3,Antonio Prado,05.07,6.62,22,6.44,TRUE
Theo Silva,3,Antonio Prado,6.75,6.16,9,9.23,TRUE
Valentina Ribeiro,1,Carlos Santos,3.56,1.27,16,2.11,TRUE
Valentina Souza,3,Carlos Santos,6.25,01.02,25,1.33,TRUE
Samuel Martins,3,Gabriel Gomes,2.48,06.04,5,4.46,TRUE
Gabriel Santos,1,Francisto Chagas,0.04,2.89,28,06.08,FALSE
Valentina Alves,3,Pedro II,6.11,0.42,22,1.26,FALSE
Valentina Alves,1,Pedro I,07.03,6.19,10,0.82,TRUE
Maria Oliveira,3,Pedro I,8.63,5.99,17,0,FALSE
Gael Silva,3,Francisto Chagas,7.59,2.83,24,0.28,FALSE
Samuel Souza,2,Gabriel Gomes,9.51,3.61,28,0.26,FALSE
Miguel Alves,2,Francisto Chagas,09.09,2.76,27,8.35,TRUE
Heitor Souza,2,Gabriel Gomes,9.35,8.11,26,0,FALSE
Davi Santos,1,Gabriel Gomes,5.35,2.58,11,4.61,TRUE
Helena Ferreira,2,Pedro I,01.04,6.92,3,7.75,TRUE
Maria Gomes,1,Gabriel Gomes,5.77,7.15,3,3.84,FALSE
Arthur Alves,2,Gabriel Gomes,4.48,0.18,2,5.83,FALSE
Laura Alves,2,Pedro II,8.33,8.47,4,0,TRUE
Theo Pereira,1,Francisto Chagas,5.35,7.79,4,4.11,FALSE
Helena Pereira,2,Pedro I,3.18,0.79,1,1.18,TRUE
Miguel Ribeiro,2,Carlos Santos,4.66,0.83,21,8.61,FALSE
Miguel Pereira,1,Gabriel Gomes,09.04,7.66,9,0,FALSE
Heloisa Alves,2,Pedro I,8.9,9.76,12,0,FALSE
Valentina Gomes,2,Pedro II,06.09,6.88,2,2.4,TRUE
Valentina Silva,2,Antonio Prado,5.23,5.99,22,2.2,FALSE
Valentina Souza,1,Pedro I,9.96,2.63,7,1.11,FALSE
Gael Santos,1,Pedro II,4.34,0.92,4,2.93,FALSE
Laura Silva,2,Pedro I,5.2,4.71,15,5.56,FALSE
Davi Alves,3,Gabriel Gomes,4.22,7.56,9,0.88,TRUE
Samuel Pereira,2,Pedro I,4.58,7.57,1,9.45,TRUE
Heitor Maia,3,Pedro I,0.77,1.41,14,9.75,TRUE
Miguel Santos,1,Gabriel Gomes,0.2,1.8,18,2.88,TRUE
Theo Gomes,3,Gabriel Gomes,2.63,0.41,2,6.81,TRUE
Arthur Gomes,1,Francisto Chagas,0.98,07.09,13,1.15,TRUE
Gael Pereira,3,Gabriel Gomes,5.78,3.59,3,05.02,TRUE
Valentina Ferreira,1,Gabriel Gomes,6.52,9.36,25,0,FALSE
Bernardo Rodrigues,3,Pedro II,08.07,7.87,17,0,FALSE
Alice Martins,3,Francisto Chagas,8.25,6.23,18,0,TRUE
Gael Maia,1,Gabriel Gomes,9.85,9.74,11,0,FALSE
Gabriel Gomes,2,Francisto Chagas,3.64,3.93,15,0.26,FALSE
Miguel Silva,3,Carlos Santos,7.6,0.28,11,9.67,TRUE
Valentina Martins,1,Gabriel Gomes,7.26,1.91,11,2.95,TRUE
Miguel Alves,1,Pedro I,7.25,03.06,2,7.53,FALSE
Helena Ribeiro,1,Carlos Santos,8.82,5.68,0,0,TRUE
Samuel Martins,1,Antonio Prado,2.23,5.42,2,5.12,FALSE
Heitor Soares,3,Carlos Santos,2.86,0.89,27,2.81,FALSE
Gael Ribeiro,1,Gabriel Gomes,7.71,3.53,11,5.17,FALSE
Gabriel Alves,2,Francisto Chagas,1.27,7.8,3,3.65,TRUE
Maria Ribeiro,2,Pedro II,1.88,9.59,27,8.31,TRUE
Heloisa Soares,3,Gabriel Gomes,6.91,9.18,24,0,FALSE
Heitor Santos,1,Francisto Chagas,9.45,6.89,24,0,TRUE
Valentina Alves,3,Francisto Chagas,6.45,5.29,18,1.98,TRUE
Sophia Alves,3,Antonio Prado,0.18,2.66,12,0.91,TRUE
Alice Maia,1,Pedro I,1.9,9.89,30,06.06,FALSE
Davi Alves,1,Gabriel Gomes,3.43,0.15,12,6.4,TRUE
Valentina Pereira,2,Francisto Chagas,9.35,3.49,4,7.62,TRUE
Arthur Pereira,1,Carlos Santos,1.5,0.08,7,5.65,FALSE
Arthur Oliveira,3,Antonio Prado,09.07,6.79,17,0,TRUE
Heloisa Maia,1,Francisto Chagas,9.5,9.26,15,0,TRUE
Heitor Rodrigues,3,Carlos Santos,2.93,3.61,11,01.09,FALSE
Laura Gomes,1,Francisto Chagas,0.59,7.86,7,6.93,TRUE
Heitor Ribeiro,2,Pedro I,6.72,04.01,27,6.18,TRUE
Arthur Santos,3,Gabriel Gomes,9.43,1.72,19,9.36,FALSE
Gael Ferreira,1,Francisto Chagas,0.06,8.49,6,1.98,TRUE
Heloisa Silva,1,Gabriel Gomes,1.24,7.32,4,9.98,FALSE
Sophia Souza,1,Pedro I,8.34,7.34,19,0,TRUE
Heitor Souza,1,Pedro I,9.72,2.53,25,2.18,FALSE
Laura Souza,2,Carlos Santos,1.56,4.28,20,06.07,FALSE
Laura Alves,2,Pedro II,8.38,9.63,23,0,TRUE
Gabriel Martins,2,Antonio Prado,7.45,8.34,11,0,FALSE
Heloisa Silva,3,Antonio Prado,9.19,3.28,29,9.13,TRUE
Bernardo Santos,2,Carlos Santos,1.31,0.9,17,3.81,FALSE
Gael Martins,1,Francisto Chagas,3.45,0.72,9,0.67,TRUE
Theo Ferreira,1,Carlos Santos,4.46,9.26,29,9.78,FALSE
Davi Alves,1,Pedro I,7.93,7.64,28,0,FALSE
Gael Pereira,2,Gabriel Gomes,3.91,0.89,11,0.84,TRUE
Maria Ferreira,1,Pedro II,3.24,5.91,1,1.25,FALSE
Heitor Alves,3,Pedro II,02.08,7.42,27,0.48,TRUE
Helena Martins,2,Pedro II,4.93,9.22,19,0,TRUE
Heloisa Soares,1,Antonio Prado,1.98,0.86,22,6.68,FALSE
Alice Rodrigues,1,Francisto Chagas,5.53,2.45,5,1.63,FALSE
Helena Alves,2,Antonio Prado,2.39,7.78,30,09.05,FALSE
Bernardo Alves,3,Francisto Chagas,7.3,0.32,0,2.36,FALSE
Valentina Santos,1,Gabriel Gomes,4.45,07.05,22,01.06,TRUE
Theo Soares,3,Francisto Chagas,08.07,1.84,29,5.69,TRUE
Valentina Rodrigues,2,Pedro I,2.59,4.83,19,0.81,TRUE
Heloisa Oliveira,2,Pedro II,5.59,0.98,24,9.31,TRUE
Laura Ribeiro,2,Antonio Prado,2.54,6.63,22,02.09,FALSE
Alice Rodrigues,1,Gabriel Gomes,9.35,8.53,4,0,FALSE
Heitor Silva,3,Antonio Prado,6.83,2.99,1,1.87,FALSE
Davi Santos,3,Pedro I,2.23,9.93,15,7.38,FALSE
Sophia Souza,3,Francisto Chagas,0.5,1.53,3,7.24,FALSE
Bernardo Santos,2,Gabriel Gomes,8.91,5.27,24,0,TRUE
Gael Oliveira,2,Pedro II,1.2,05.02,15,4.63,TRUE
Heloisa Rodrigues,2,Carlos Santos,8.98,5.84,23,0,TRUE
Miguel Ferreira,3,Antonio Prado,4.95,1.64,29,6.28,FALSE
Theo Ferreira,2,Antonio Prado,4.23,4.83,27,9.73,FALSE
Alice Santos,1,Carlos Santos,0.97,6.11,15,05.04,FALSE
Samuel Martins,1,Pedro I,8.93,06.06,20,0,FALSE
Miguel Soares,2,Pedro II,2.18,2.59,7,08.09,FALSE
Gael Souza,2,Pedro I,9.26,7.33,23,0,FALSE
Valentina Maia,3,Carlos Santos,9.1,0.84,5,8.87,TRUE
Arthur Alves,1,Gabriel Gomes,9.82,3.38,0,0.85,FALSE
Theo Oliveira,3,Carlos Santos,2.32,3.91,13,9.6,FALSE
Heitor Oliveira,1,Gabriel Gomes,9.84,1.67,8,3.8,TRUE
Heloisa Martins,2,Pedro II,0.32,4.38,8,7.1,FALSE
